gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,TenureBand,RevenueTier,CustomerLifetimeValue,RevenueRisk,RiskScore,RiskCategory,CustomerValue,RevenueBand
Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,0,49-72 Months,Medium,3575.0,0.0,0,Low,Medium Value,Medium Revenue
Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,0,25-48 Months,High,2805.6,0.0,30,Low,Medium Value,Premium Revenue
Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,No,0,13-24 Months,Low,437.85,0.0,0,Low,Low Value,Low Revenue
Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,1,25-48 Months,High,2397.5,95.9,70,High,Medium Value,Premium Revenue
Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,No,0,13-24 Months,Low,328.95000000000005,0.0,0,Low,Low Value,Low Revenue
Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No,0,49-72 Months,Medium,2610.0,0.0,0,Low,Medium Value,Medium Revenue
Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,1,13-24 Months,High,1385.5,81.5,70,High,Medium Value,High Revenue
Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,No,0,49-72 Months,Low,1300.5,0.0,0,Low,Medium Value,Low Revenue
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,No,0,49-72 Months,Medium,3520.7999999999997,0.0,0,Low,Medium Value,Medium Revenue
Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,1,49-72 Months,High,4373.2,84.1,70,High,High Value,High Revenue
Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,0,25-48 Months,Low,529.2,0.0,0,Low,Low Value,Low Revenue
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,No,0,0-12 Months,Low,60.0,0.0,70,High,Low Value,Low Revenue
Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,0,49-72 Months,High,5203.2,0.0,0,Low,High Value,High Revenue
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,0,25-48 Months,High,4284.0,0.0,30,Low,High Value,Premium Revenue
Male,1,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,1,0-12 Months,Medium,109.35000000000001,36.45,70,High,Low Value,Medium Revenue
Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,0,49-72 Months,High,5914.3,0.0,0,Low,High Value,High Revenue
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,1,0-12 Months,Low,25.05,25.05,70,High,Low Value,Low Revenue
Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,No,0,49-72 Months,Low,1177.4,0.0,0,Low,Medium Value,Low Revenue
Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,0,25-48 Months,High,3054.8999999999996,0.0,70,High,Medium Value,High Revenue
Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,1,0-12 Months,Medium,398.8,49.85,70,High,Low Value,Medium Revenue
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,No,0,13-24 Months,Low,297.0,0.0,40,Medium,Low Value,Low Revenue
Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,No,0,49-72 Months,Medium,3606.9,0.0,0,Low,Medium Value,Medium Revenue
Male,1,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,0,0-12 Months,Low,352.20000000000005,0.0,70,High,Low Value,Low Revenue
Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,0,49-72 Months,Low,1110.6999999999998,0.0,0,Low,Medium Value,Low Revenue
Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,No,0,0-12 Months,Low,57.300000000000004,0.0,30,Low,Low Value,Low Revenue
Female,1,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,1,25-48 Months,Medium,2388.65,55.55,40,Medium,Medium Value,Medium Revenue
Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,0,0-12 Months,High,724.9499999999999,0.0,100,High,Low Value,High Revenue
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,No,0,0-12 Months,Low,60.75,0.0,30,Low,Low Value,Low Revenue
Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,1,13-24 Months,Medium,1529.0,69.5,0,Low,Medium Value,Medium Revenue
Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,0,25-48 Months,High,4240.0,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,No,0,49-72 Months,Low,1734.0,0.0,0,Low,Medium Value,Low Revenue
Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,1,49-72 Months,High,5632.2,104.3,70,High,High Value,Premium Revenue
Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,No,0,49-72 Months,High,3979.9999999999995,0.0,0,Low,High Value,High Revenue
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,0,0-12 Months,Medium,55.25,0.0,70,High,Low Value,Medium Revenue
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,0,49-72 Months,High,6339.599999999999,0.0,0,Low,High Value,High Revenue
Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,No,0,25-48 Months,Low,816.0,0.0,0,Low,Low Value,Low Revenue
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,0,49-72 Months,High,8467.199999999999,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,No,0,0-12 Months,Low,120.0,0.0,70,High,Low Value,Low Revenue
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,0,0-12 Months,Low,98.25,0.0,70,High,Low Value,Low Revenue
Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,0,25-48 Months,High,3386.3999999999996,0.0,0,Low,Medium Value,High Revenue
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,1,0-12 Months,High,93.85,93.85,100,High,Low Value,Premium Revenue
Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,No,0,49-72 Months,Medium,4211.2,0.0,0,Low,High Value,Medium Revenue
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,0,13-24 Months,Low,340.85,0.0,0,Low,Low Value,Low Revenue
Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,No,0,25-48 Months,High,3200.0,0.0,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,0,25-48 Months,Medium,1451.3999999999999,0.0,0,Low,Medium Value,Low Revenue
Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,0,49-72 Months,High,4059.6,0.0,30,Low,High Value,High Revenue
Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,No,0,25-48 Months,High,3290.25,0.0,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes,1,0-12 Months,Medium,50.45,50.45,70,High,Low Value,Medium Revenue
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,0,0-12 Months,Low,40.9,0.0,70,High,Low Value,Low Revenue
Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No,0,49-72 Months,High,5412.799999999999,0.0,30,Low,High Value,High Revenue
Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,0,13-24 Months,Low,592.8,0.0,0,Low,Low Value,Low Revenue
Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,0,49-72 Months,High,5411.0,0.0,0,Low,High Value,High Revenue
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,0,0-12 Months,Low,89.25,0.0,70,High,Low Value,Low Revenue
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,0,0-12 Months,Medium,89.8,0.0,70,High,Low Value,Medium Revenue
Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,0,0-12 Months,Low,89.4,0.0,70,High,Low Value,Low Revenue
Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Yes,1,0-12 Months,High,522.5500000000001,74.65,70,High,Low Value,High Revenue
Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,0,13-24 Months,High,935.35,0.0,40,Medium,Low Value,High Revenue
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,No,0,0-12 Months,Low,145.25,0.0,70,High,Low Value,Low Revenue
Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,0,0-12 Months,Medium,675.5999999999999,0.0,70,High,Low Value,Medium Revenue
Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,0,49-72 Months,High,5578.25,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,1,0-12 Months,High,1130.4,94.2,100,High,Medium Value,Premium Revenue
Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,No,0,49-72 Months,Low,1231.65,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,0,13-24 Months,High,1266.75,0.0,40,Medium,Medium Value,High Revenue
Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,No,0,25-48 Months,Medium,1931.3999999999999,0.0,0,Low,Medium Value,Medium Revenue
Male,1,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,0,0-12 Months,Low,119.6,0.0,70,High,Low Value,Low Revenue
Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,No,0,13-24 Months,Low,472.79999999999995,0.0,0,Low,Low Value,Low Revenue
Female,0,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,0,49-72 Months,Medium,2665.7000000000003,0.0,0,Low,Medium Value,Medium Revenue
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,No,0,13-24 Months,Medium,884.8,0.0,40,Medium,Low Value,Medium Revenue
Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,No,0,49-72 Months,Low,1290.25,0.0,0,Low,Medium Value,Low Revenue
Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,No,0,25-48 Months,Low,510.9,0.0,0,Low,Low Value,Low Revenue
Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799.0,No,0,13-24 Months,Medium,791.2,0.0,40,Medium,Low Value,Medium Revenue
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes,1,49-72 Months,High,5753.7,106.55,30,Low,High Value,Premium Revenue
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Yes,1,0-12 Months,Low,20.1,20.1,70,High,Low Value,Low Revenue
Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,0,0-12 Months,Low,102.25,0.0,30,Low,Low Value,Low Revenue
Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,0,13-24 Months,Medium,754.3000000000001,0.0,40,Medium,Low Value,Medium Revenue
Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No,0,0-12 Months,Medium,545.0,0.0,70,High,Low Value,Medium Revenue
Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,Yes,1,13-24 Months,High,1927.3999999999999,83.8,70,High,Medium Value,High Revenue
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,Yes,1,0-12 Months,Medium,165.45,55.15,70,High,Low Value,Medium Revenue
Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No,0,49-72 Months,High,8035.2,0.0,30,Low,High Value,Premium Revenue
Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes,1,0-12 Months,High,866.5,86.65,100,High,Low Value,High Revenue
Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,No,0,0-12 Months,Medium,555.5,0.0,70,High,Low Value,Medium Revenue
Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,No,0,0-12 Months,Low,226.05,0.0,30,Low,Low Value,Low Revenue
Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Yes,1,25-48 Months,High,3949.75,106.75,70,High,High Value,Premium Revenue
Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,No,0,13-24 Months,Medium,1055.7,0.0,0,Low,Medium Value,Medium Revenue
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,No,0,25-48 Months,High,3762.0,0.0,70,High,Medium Value,Premium Revenue
Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,No,0,13-24 Months,High,1730.6,0.0,70,High,Medium Value,Premium Revenue
Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No,0,49-72 Months,High,7299.599999999999,0.0,30,Low,High Value,Premium Revenue
Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No,0,49-72 Months,High,5178.900000000001,0.0,0,Low,High Value,High Revenue
Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,No,0,13-24 Months,High,2050.4,0.0,70,High,Medium Value,Premium Revenue
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,No,0,0-12 Months,Low,24.4,0.0,70,High,Low Value,Low Revenue
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95,No,0,0-12 Months,High,423.29999999999995,0.0,100,High,Low Value,High Revenue
Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,2435.15,Yes,1,25-48 Months,High,2431.9500000000003,78.45,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5607.75,No,0,49-72 Months,High,5780.0,0.0,0,Low,High Value,High Revenue
Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,Yes,1,25-48 Months,High,2973.3,87.45,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,No,0,49-72 Months,High,4461.599999999999,0.0,70,High,High Value,High Revenue
Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35,No,0,0-12 Months,High,911.0,0.0,100,High,Low Value,Premium Revenue
Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,1974.8,Yes,1,25-48 Months,High,2051.75,70.75,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85,No,0,49-72 Months,Low,1447.2,0.0,0,Low,Medium Value,Low Revenue
Male,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,951.55,No,0,25-48 Months,Low,942.35,0.0,0,Low,Low Value,Low Revenue
Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.8,1821.2,No,0,13-24 Months,High,1795.1999999999998,0.0,0,Low,Medium Value,High Revenue
Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95,No,0,49-72 Months,Low,1612.0,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,No,0,0-12 Months,High,403.4,0.0,100,High,Low Value,Premium Revenue
Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,Yes,1,0-12 Months,High,1216.1999999999998,101.35,100,High,Medium Value,Premium Revenue
Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,Yes,1,0-12 Months,High,81.7,81.7,100,High,Low Value,High Revenue
Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,Yes,1,25-48 Months,Medium,2252.25,68.25,70,High,Medium Value,Medium Revenue
Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,No,0,25-48 Months,High,3573.3999999999996,0.0,70,High,Medium Value,Premium Revenue
Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,No,0,13-24 Months,Low,285.59999999999997,0.0,0,Low,Low Value,Low Revenue
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,Yes,1,0-12 Months,High,316.6,79.15,100,High,Low Value,High Revenue
Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,218.55,No,0,13-24 Months,Low,260.0,0.0,0,Low,Low Value,Low Revenue
Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,No,0,49-72 Months,High,5161.0,0.0,0,Low,High Value,High Revenue
Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),57.2,1423.35,No,0,13-24 Months,Medium,1315.6000000000001,0.0,0,Low,Medium Value,Medium Revenue
Male,0,Yes,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,No,0,49-72 Months,Medium,3223.0,0.0,0,Low,Medium Value,Medium Revenue
Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8,4690.65,No,0,49-72 Months,High,4645.2,0.0,30,Low,High Value,Premium Revenue
Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,No,0,49-72 Months,High,6150.0,0.0,30,Low,High Value,Premium Revenue
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,No,0,49-72 Months,Low,1404.15,0.0,0,Low,Medium Value,Low Revenue
Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,3369.05,No,0,25-48 Months,High,3396.0,0.0,70,High,Medium Value,High Revenue
Male,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,No,0,49-72 Months,Medium,4636.400000000001,0.0,0,Low,High Value,Medium Revenue
Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,Yes,1,25-48 Months,High,3340.75,95.45,70,High,Medium Value,Premium Revenue
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,Yes,1,13-24 Months,High,1918.05,100.95,30,Low,Medium Value,Premium Revenue
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,272.35,No,0,13-24 Months,Low,271.05,0.0,0,Low,Low Value,Low Revenue
Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,No,0,25-48 Months,High,3628.5,0.0,70,High,Medium Value,High Revenue
Female,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35.0,135.75,No,0,0-12 Months,Low,140.0,0.0,70,High,Low Value,Low Revenue
Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,No,0,13-24 Months,Medium,1323.6,0.0,40,Medium,Medium Value,Medium Revenue
Female,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4,No,0,0-12 Months,Medium,254.75,0.0,70,High,Low Value,Medium Revenue
Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,No,0,0-12 Months,Medium,320.0,0.0,70,High,Low Value,Medium Revenue
